particle_id,frame_num,particle_num,time_stamp_s,ecd_um,area_pixels,perimeter,circularity,intensity_mean,intensity_std,intensity_min,intensity_max,max_feret_diam_um,aspect_ratio,x_left,x_right,y_top,y_bottom,edge_particle,experiment,step,type
132,22,6,2.293,21.375,339,70.53,0.93,332.68,280.61,22,798,21.375,0.91,1210,1231,803,822,FALSE,MTB_20190208_PICTS_190208-0002,14 Glycerol Test_5200-3196_190211-105756,air bubble
161,26,3,2.729,32.125,655,97.25,0.93,196.91,258.52,0,798,31.125,0.99,497,525,302,330,FALSE,MTB_20190208_PICTS_190208-0002,14 Glycerol Test_5200-3196_190211-105756,air bubble
174,27,5,2.839,33.125,685,101.5,0.91,188.58,254.32,0,796,32.125,0.98,657,686,733,761,FALSE,MTB_20190208_PICTS_190208-0002,14 Glycerol Test_5200-3196_190211-105756,air bubble
256,42,3,4.477,13.625,180,51.87,0.92,394.17,271.26,40,798,14.125,0.91,1045,1060,849,863,FALSE,MTB_20190208_PICTS_190208-0002,14 Glycerol Test_5200-3196_190211-105756,air bubble
284,47,5,5.023,33.125,687,100.5,0.92,185.86,255.58,0,797,32.125,0.99,426,455,532,561,FALSE,MTB_20190208_PICTS_190208-0002,14 Glycerol Test_5200-3196_190211-105756,air bubble
310,51,3,5.459,31.375,627,95.25,0.93,200.47,261.25,0,798,30.625,0.99,785,813,754,781,FALSE,MTB_20190208_PICTS_190208-0002,14 Glycerol Test_5200-3196_190211-105756,air bubble
312,52,1,5.569,19.875,301,69.11,0.89,301.4,277.36,13,798,19.625,0.96,829,847,91,110,FALSE,MTB_20190208_PICTS_190208-0002,14 Glycerol Test_5200-3196_190211-105756,air bubble
350,60,4,6.442,18.875,282,63.7,0.93,282.72,270.65,0,796,18.125,0.99,714,732,488,506,FALSE,MTB_20190208_PICTS_190208-0002,14 Glycerol Test_5200-3196_190211-105756,air bubble
353,61,3,6.551,22.375,365,72.53,0.93,258.5,265.78,0,793,21.375,0.98,550,571,331,351,FALSE,MTB_20190208_PICTS_190208-0002,14 Glycerol Test_5200-3196_190211-105756,air bubble
356,61,6,6.551,53.375,1554,148.47,0.94,136.68,234.15,0,798,52.375,0.99,892,935,837,880,FALSE,MTB_20190208_PICTS_190208-0002,14 Glycerol Test_5200-3196_190211-105756,air bubble
371,64,4,6.879,22.125,357,72.94,0.92,259.84,269.01,0,796,21.375,0.99,623,644,340,360,FALSE,MTB_20190208_PICTS_190208-0002,14 Glycerol Test_5200-3196_190211-105756,air bubble
391,67,5,7.207,38.625,894,116.57,0.91,187.08,260.96,0,798,38.625,0.97,26,60,515,547,FALSE,MTB_20190208_PICTS_190208-0002,14 Glycerol Test_5200-3196_190211-105756,air bubble
417,72,1,7.753,15.875,221,56.87,0.93,342,275.45,22,798,15.125,0.96,871,887,283,299,FALSE,MTB_20190208_PICTS_190208-0002,14 Glycerol Test_5200-3196_190211-105756,air bubble
457,78,3,8.408,42.875,1065,124.98,0.93,166.9,251.45,0,798,42.375,0.99,358,394,890,926,FALSE,MTB_20190208_PICTS_190208-0002,14 Glycerol Test_5200-3196_190211-105756,air bubble
489,83,3,8.954,27.375,501,87.84,0.9,238.19,271.62,0,797,26.375,0.97,1008,1033,492,516,FALSE,MTB_20190208_PICTS_190208-0002,14 Glycerol Test_5200-3196_190211-105756,air bubble
516,88,5,9.5,35.125,757,104.08,0.94,182.13,253.34,0,798,34.125,0.99,767,797,384,414,FALSE,MTB_20190208_PICTS_190208-0002,14 Glycerol Test_5200-3196_190211-105756,air bubble
517,88,6,9.5,19.875,301,66.11,0.93,266.04,266.85,0,796,18.875,0.98,638,656,483,502,FALSE,MTB_20190208_PICTS_190208-0002,14 Glycerol Test_5200-3196_190211-105756,air bubble
550,93,5,10.046,33.125,687,99.25,0.94,182.33,251.96,0,796,32.125,0.99,493,521,448,477,FALSE,MTB_20190208_PICTS_190208-0002,14 Glycerol Test_5200-3196_190211-105756,air bubble
553,94,2,10.155,79.625,3188,215.31,0.93,93.18,202.28,0,798,77.625,1,128,191,381,444,FALSE,MTB_20190208_PICTS_190208-0002,14 Glycerol Test_5200-3196_190211-105756,air bubble
567,97,1,10.482,56.375,1712,170.27,0.86,155.28,247.73,0,798,56.625,0.98,21,69,98,144,FALSE,MTB_20190208_PICTS_190208-0002,14 Glycerol Test_5200-3196_190211-105756,air bubble
654,108,3,11.684,58.625,1825,160.37,0.94,117.2,216.39,0,794,57.125,1,506,553,316,363,FALSE,MTB_20190208_PICTS_190208-0002,14 Glycerol Test_5200-3196_190211-105756,air bubble
688,114,8,12.339,15.875,221,57.87,0.91,370.68,282.78,17,798,15.625,0.92,964,980,851,867,FALSE,MTB_20190208_PICTS_190208-0002,14 Glycerol Test_5200-3196_190211-105756,air bubble
786,132,3,14.304,16.875,241,58.87,0.93,354.05,277.21,33,798,16.875,0.95,14,31,359,375,FALSE,MTB_20190208_PICTS_190208-0002,14 Glycerol Test_5200-3196_190211-105756,air bubble
796,133,5,14.414,15.375,209,57.28,0.89,360.36,275.35,34,798,15.625,0.97,1004,1021,416,431,FALSE,MTB_20190208_PICTS_190208-0002,14 Glycerol Test_5200-3196_190211-105756,air bubble
921,159,3,17.253,32.625,668,97.25,0.94,182.13,248.3,0,795,31.375,1,447,475,492,520,FALSE,MTB_20190208_PICTS_190208-0002,14 Glycerol Test_5200-3196_190211-105756,air bubble
975,170,5,18.454,43.875,1104,125.4,0.94,168.63,252.4,0,798,42.875,0.98,1074,1111,479,515,FALSE,MTB_20190208_PICTS_190208-0002,14 Glycerol Test_5200-3196_190211-105756,air bubble
998,173,8,18.782,81.125,3305,219.55,0.93,94.68,202.5,0,798,79.375,1,950,1015,672,736,FALSE,MTB_20190208_PICTS_190208-0002,14 Glycerol Test_5200-3196_190211-105756,air bubble
1265,223,2,24.241,56.875,1733,166.68,0.89,194.47,267.76,0,798,57.625,0.93,910,958,90,135,FALSE,MTB_20190208_PICTS_190208-0002,14 Glycerol Test_5200-3196_190211-105756,air bubble
1266,223,3,24.241,36.625,811,109.08,0.93,254.97,279,0,798,37.375,0.9,827,860,425,454,FALSE,MTB_20190208_PICTS_190208-0002,14 Glycerol Test_5200-3196_190211-105756,air bubble
1296,228,1,24.787,21.375,342,70.28,0.93,321.1,283.23,4,797,22.125,0.92,1052,1072,107,126,FALSE,MTB_20190208_PICTS_190208-0002,14 Glycerol Test_5200-3196_190211-105756,air bubble
1303,229,1,24.897,46.625,1227,133.64,0.93,152.85,241.37,0,798,45.625,0.99,622,661,79,118,FALSE,MTB_20190208_PICTS_190208-0002,14 Glycerol Test_5200-3196_190211-105756,air bubble
1417,249,3,27.081,19.875,302,66.53,0.93,306.75,279.43,18,796,18.875,0.97,1047,1066,472,491,FALSE,MTB_20190208_PICTS_190208-0002,14 Glycerol Test_5200-3196_190211-105756,air bubble
1446,255,3,27.736,48.125,1292,160.27,0.8,192.49,275.18,0,798,52.375,0.91,20,62,742,781,FALSE,MTB_20190208_PICTS_190208-0002,14 Glycerol Test_5200-3196_190211-105756,air bubble
1457,257,1,27.954,32.875,677,97.84,0.94,204.41,261.72,0,797,32.125,0.99,972,1000,286,314,FALSE,MTB_20190208_PICTS_190208-0002,14 Glycerol Test_5200-3196_190211-105756,air bubble
1460,258,1,28.063,26.125,465,81.6,0.94,228.95,266.95,0,795,24.875,0.99,362,386,317,340,FALSE,MTB_20190208_PICTS_190208-0002,14 Glycerol Test_5200-3196_190211-105756,air bubble
1503,265,2,28.828,13.125,172,51.04,0.91,393.34,270.41,41,798,13.375,0.94,100,114,290,304,FALSE,MTB_20190208_PICTS_190208-0002,14 Glycerol Test_5200-3196_190211-105756,air bubble
1519,267,5,29.046,25.125,440,85.67,0.87,285.53,278.11,12,797,24.875,0.95,1240,1264,705,727,FALSE,MTB_20190208_PICTS_190208-0002,14 Glycerol Test_5200-3196_190211-105756,air bubble
1541,270,5,29.374,34.125,723,125.37,0.76,270.43,294.42,0,800,37.125,0.87,1118,1150,839,868,FALSE,MTB_20190208_PICTS_190208-0002,14 Glycerol Test_5200-3196_190211-105756,air bubble
1550,272,1,29.592,28.625,537,90.08,0.91,249.66,273.59,6,798,28.125,0.97,921,946,23,49,FALSE,MTB_20190208_PICTS_190208-0002,14 Glycerol Test_5200-3196_190211-105756,air bubble
1573,275,1,29.92,33.375,699,100.67,0.93,213.41,266.61,0,797,32.875,0.97,241,270,42,71,FALSE,MTB_20190208_PICTS_190208-0002,14 Glycerol Test_5200-3196_190211-105756,air bubble
1610,281,5,30.575,23.375,392,76.36,0.92,241.57,269.68,0,798,22.625,0.99,724,746,568,589,FALSE,MTB_20190208_PICTS_190208-0002,14 Glycerol Test_5200-3196_190211-105756,air bubble
1638,284,2,30.903,38.625,889,113.15,0.93,186.53,258.78,0,798,37.625,0.98,988,1021,275,308,FALSE,MTB_20190208_PICTS_190208-0002,14 Glycerol Test_5200-3196_190211-105756,air bubble
1657,288,5,31.339,18.875,281,64.28,0.92,276.64,274.25,2,797,17.875,0.99,532,550,624,642,FALSE,MTB_20190208_PICTS_190208-0002,14 Glycerol Test_5200-3196_190211-105756,air bubble
1682,292,3,31.776,33.375,693,99.84,0.93,209.53,264.46,0,796,33.125,0.98,911,940,113,141,FALSE,MTB_20190208_PICTS_190208-0002,14 Glycerol Test_5200-3196_190211-105756,air bubble
1691,293,3,31.885,25.125,437,77.94,0.95,220.02,259.59,0,785,23.875,1,382,404,585,607,FALSE,MTB_20190208_PICTS_190208-0002,14 Glycerol Test_5200-3196_190211-105756,air bubble
1695,293,7,31.885,13.875,182,52.04,0.92,361.84,275.69,29,795,13.375,0.97,618,632,910,925,FALSE,MTB_20190208_PICTS_190208-0002,14 Glycerol Test_5200-3196_190211-105756,air bubble
1698,294,1,31.994,12.375,157,48.63,0.91,415.85,266.95,48,797,12.375,0.91,321,334,20,34,FALSE,MTB_20190208_PICTS_190208-0002,14 Glycerol Test_5200-3196_190211-105756,air bubble
1713,296,2,32.213,20.875,329,69.94,0.92,275.69,273.14,8,797,19.875,1,528,548,286,306,FALSE,MTB_20190208_PICTS_190208-0002,14 Glycerol Test_5200-3196_190211-105756,air bubble
1724,297,6,32.322,22.375,363,72.53,0.93,277.22,281.47,2,797,22.125,0.96,682,702,926,947,FALSE,MTB_20190208_PICTS_190208-0002,14 Glycerol Test_5200-3196_190211-105756,air bubble
1729,298,4,32.431,16.625,234,61.7,0.88,369.97,284.61,22,797,18.875,0.84,157,176,720,736,FALSE,MTB_20190208_PICTS_190208-0002,14 Glycerol Test_5200-3196_190211-105756,air bubble
1736,299,5,32.54,16.125,225,59.53,0.89,360.2,276.64,35,797,16.125,0.94,1045,1062,713,728,FALSE,MTB_20190208_PICTS_190208-0002,14 Glycerol Test_5200-3196_190211-105756,air bubble
1771,305,2,33.196,23.375,390,82.77,0.85,293.61,282.29,0,798,25.625,0.94,1147,1169,656,677,FALSE,MTB_20190208_PICTS_190208-0002,14 Glycerol Test_5200-3196_190211-105756,air bubble
1807,313,2,34.069,19.875,303,75.77,0.81,339.89,282.94,33,798,22.375,0.92,57,77,219,237,FALSE,MTB_20190208_PICTS_190208-0002,14 Glycerol Test_5200-3196_190211-105756,air bubble
1813,314,2,34.178,21.375,338,86.25,0.76,398.04,294.56,40,802,25.625,0.77,1251,1274,208,227,FALSE,MTB_20190208_PICTS_190208-0002,14 Glycerol Test_5200-3196_190211-105756,air bubble
1815,314,4,34.178,43.375,1087,125.4,0.93,192.99,260.78,0,798,42.875,0.97,1127,1164,803,839,FALSE,MTB_20190208_PICTS_190208-0002,14 Glycerol Test_5200-3196_190211-105756,air bubble
1829,319,1,34.724,21.625,346,72.36,0.91,284.42,273.3,4,798,21.375,0.97,930,950,198,219,FALSE,MTB_20190208_PICTS_190208-0002,14 Glycerol Test_5200-3196_190211-105756,air bubble
1854,324,3,35.27,41.125,992,122.81,0.91,175.23,258.33,0,798,40.625,0.97,135,170,542,577,FALSE,MTB_20190208_PICTS_190208-0002,14 Glycerol Test_5200-3196_190211-105756,air bubble
1862,327,1,35.598,37.625,848,112.57,0.92,193.19,260.16,0,795,36.625,0.98,347,379,13,45,FALSE,MTB_20190208_PICTS_190208-0002,14 Glycerol Test_5200-3196_190211-105756,air bubble
1902,333,4,36.253,13.875,181,51.8,0.92,363.52,267.86,29,795,13.125,0.97,683,697,452,466,FALSE,MTB_20190208_PICTS_190208-0002,14 Glycerol Test_5200-3196_190211-105756,air bubble
1903,333,5,36.253,34.875,744,108.23,0.89,225.17,274.09,0,797,34.625,0.96,1187,1218,555,585,FALSE,MTB_20190208_PICTS_190208-0002,14 Glycerol Test_5200-3196_190211-105756,air bubble
1913,335,2,36.472,30.875,607,95.91,0.91,210.54,266.05,0,798,29.875,0.99,939,967,682,709,FALSE,MTB_20190208_PICTS_190208-0002,14 Glycerol Test_5200-3196_190211-105756,air bubble
1930,339,1,36.908,40.875,984,118.57,0.94,176.21,254.3,0,796,40.125,0.99,1041,1076,424,458,FALSE,MTB_20190208_PICTS_190208-0002,14 Glycerol Test_5200-3196_190211-105756,air bubble
1939,341,2,37.127,19.625,299,68.53,0.89,291.55,281.65,4,798,19.125,0.96,734,752,784,803,FALSE,MTB_20190208_PICTS_190208-0002,14 Glycerol Test_5200-3196_190211-105756,air bubble
1979,348,1,37.891,67.625,2349,182.51,0.94,112.76,217.2,0,797,65.625,0.99,478,532,6,60,FALSE,MTB_20190208_PICTS_190208-0002,14 Glycerol Test_5200-3196_190211-105756,air bubble
1988,350,1,38.11,13.125,169,49.8,0.93,391.63,268.78,38,796,12.375,0.94,575,588,59,73,FALSE,MTB_20190208_PICTS_190208-0002,14 Glycerol Test_5200-3196_190211-105756,air bubble
2034,357,1,38.874,11.625,146,47.63,0.9,456.74,257.25,70,794,11.875,0.92,62,76,301,313,FALSE,MTB_20190208_PICTS_190208-0002,14 Glycerol Test_5200-3196_190211-105756,air bubble
2036,357,3,38.874,20.875,330,69.7,0.92,269.88,275.41,5,798,20.375,0.97,812,831,702,722,FALSE,MTB_20190208_PICTS_190208-0002,14 Glycerol Test_5200-3196_190211-105756,air bubble
2046,358,6,38.983,10.625,130,43.8,0.92,409.47,261.44,59,797,10.125,0.99,641,653,296,308,FALSE,MTB_20190208_PICTS_190208-0002,14 Glycerol Test_5200-3196_190211-105756,air bubble
2050,359,3,39.092,11.875,151,54.46,0.8,479.77,257.81,82,798,15.625,0.8,1235,1251,291,303,FALSE,MTB_20190208_PICTS_190208-0002,14 Glycerol Test_5200-3196_190211-105756,air bubble
2103,370,3,40.294,70.875,2570,191.34,0.94,100.36,202.99,0,796,69.125,0.99,712,769,286,342,FALSE,MTB_20190208_PICTS_190208-0002,14 Glycerol Test_5200-3196_190211-105756,air bubble
2119,375,3,40.84,56.375,1709,158.61,0.92,141.37,239.92,0,798,55.625,0.98,1086,1132,608,654,FALSE,MTB_20190208_PICTS_190208-0002,14 Glycerol Test_5200-3196_190211-105756,air bubble
2134,378,3,41.167,17.875,262,62.11,0.92,310.34,277.59,11,798,17.375,0.95,123,141,574,591,FALSE,MTB_20190208_PICTS_190208-0002,14 Glycerol Test_5200-3196_190211-105756,air bubble
2172,386,1,42.041,30.625,605,98.91,0.88,255.9,275.43,9,798,31.375,0.95,1056,1083,17,44,FALSE,MTB_20190208_PICTS_190208-0002,14 Glycerol Test_5200-3196_190211-105756,air bubble
2212,393,3,42.805,15.625,215,56.28,0.92,341.22,277.33,23,796,14.875,0.97,209,225,290,306,FALSE,MTB_20190208_PICTS_190208-0002,14 Glycerol Test_5200-3196_190211-105756,air bubble
2215,393,6,42.805,10.625,129,44.38,0.91,423.4,256.88,65,795,10.875,0.94,1011,1023,522,534,FALSE,MTB_20190208_PICTS_190208-0002,14 Glycerol Test_5200-3196_190211-105756,air bubble
2216,393,7,42.805,24.375,420,79.6,0.91,244.51,273.82,0,798,23.375,0.99,248,270,618,640,FALSE,MTB_20190208_PICTS_190208-0002,14 Glycerol Test_5200-3196_190211-105756,air bubble
2243,397,6,43.242,14.625,197,54.04,0.92,361.9,276.83,26,794,14.125,0.94,343,358,791,806,FALSE,MTB_20190208_PICTS_190208-0002,14 Glycerol Test_5200-3196_190211-105756,air bubble
2251,399,3,43.46,34.125,724,103.74,0.92,198.36,261.36,0,798,33.375,0.98,942,972,488,517,FALSE,MTB_20190208_PICTS_190208-0002,14 Glycerol Test_5200-3196_190211-105756,air bubble
2257,400,1,43.569,16.375,232,58.28,0.93,328.93,275.01,23,798,16.125,0.96,68,85,546,562,FALSE,MTB_20190208_PICTS_190208-0002,14 Glycerol Test_5200-3196_190211-105756,air bubble
2263,401,4,43.679,21.375,342,70.94,0.92,268.98,269,0,798,20.375,0.98,716,736,389,409,FALSE,MTB_20190208_PICTS_190208-0002,14 Glycerol Test_5200-3196_190211-105756,air bubble
2274,402,7,43.788,26.125,465,82.18,0.93,220.9,264.49,0,798,24.875,0.99,460,484,533,556,FALSE,MTB_20190208_PICTS_190208-0002,14 Glycerol Test_5200-3196_190211-105756,air bubble
2303,405,1,44.115,21.625,345,71.53,0.92,282.81,276.96,8,798,21.125,0.96,320,340,96,116,FALSE,MTB_20190208_PICTS_190208-0002,14 Glycerol Test_5200-3196_190211-105756,air bubble
2319,409,2,44.552,18.375,268,62.87,0.92,317.49,279.55,16,798,18.875,0.92,523,540,102,120,FALSE,MTB_20190208_PICTS_190208-0002,14 Glycerol Test_5200-3196_190211-105756,air bubble
2383,420,5,45.753,51.125,1435,161.61,0.83,163.82,258.61,0,805,54.625,0.95,67,112,745,786,FALSE,MTB_20190208_PICTS_190208-0002,14 Glycerol Test_5200-3196_190211-105756,air bubble
2395,421,8,45.863,26.625,479,83.6,0.93,229.18,270.07,0,797,25.625,0.98,802,826,742,766,FALSE,MTB_20190208_PICTS_190208-0002,14 Glycerol Test_5200-3196_190211-105756,air bubble
2417,425,6,46.299,33.875,716,103.74,0.91,185.51,256.03,0,798,33.125,1,412,442,735,764,FALSE,MTB_20190208_PICTS_190208-0002,14 Glycerol Test_5200-3196_190211-105756,air bubble
2432,427,6,46.518,19.875,304,67.11,0.92,309.98,285.07,5,797,19.875,0.95,825,844,911,930,FALSE,MTB_20190208_PICTS_190208-0002,14 Glycerol Test_5200-3196_190211-105756,air bubble
2434,427,8,46.518,26.375,471,90.84,0.85,258.46,281.18,0,798,27.125,0.93,366,389,949,973,FALSE,MTB_20190208_PICTS_190208-0002,14 Glycerol Test_5200-3196_190211-105756,air bubble
2439,428,4,46.627,30.375,594,94.67,0.91,221.41,267.11,0,798,29.375,0.98,1026,1053,453,479,FALSE,MTB_20190208_PICTS_190208-0002,14 Glycerol Test_5200-3196_190211-105756,air bubble
2440,428,5,46.627,13.125,170,50.46,0.92,391.08,271.28,37,796,12.875,0.94,863,877,702,716,FALSE,MTB_20190208_PICTS_190208-0002,14 Glycerol Test_5200-3196_190211-105756,air bubble
2479,434,10,47.282,23.375,391,75.94,0.92,268.32,279.52,0,798,22.625,0.98,608,629,982,1004,FALSE,MTB_20190208_PICTS_190208-0002,14 Glycerol Test_5200-3196_190211-105756,air bubble
2493,438,2,47.719,24.375,417,77.36,0.94,267.39,278.31,4,798,23.375,0.98,110,132,275,297,FALSE,MTB_20190208_PICTS_190208-0002,14 Glycerol Test_5200-3196_190211-105756,air bubble
2507,442,1,48.156,15.375,210,55.46,0.93,386.41,273.47,44,798,15.125,0.93,190,205,13,29,FALSE,MTB_20190208_PICTS_190208-0002,14 Glycerol Test_5200-3196_190211-105756,air bubble
2541,449,4,48.92,34.375,728,102.67,0.93,181.58,254.31,0,798,33.375,0.99,283,312,616,646,FALSE,MTB_20190208_PICTS_190208-0002,14 Glycerol Test_5200-3196_190211-105756,air bubble
2614,461,4,50.231,34.125,724,103.91,0.92,232,275.1,0,798,34.125,0.95,1224,1255,550,579,FALSE,MTB_20190208_PICTS_190208-0002,14 Glycerol Test_5200-3196_190211-105756,air bubble
2631,464,1,50.558,38.875,898,114.91,0.92,186.9,260.16,0,798,39.125,0.97,34,68,363,395,FALSE,MTB_20190208_PICTS_190208-0002,14 Glycerol Test_5200-3196_190211-105756,air bubble
2641,465,4,50.667,44.125,1116,129.47,0.91,148.97,236.8,0,797,42.875,1,464,501,207,244,FALSE,MTB_20190208_PICTS_190208-0002,14 Glycerol Test_5200-3196_190211-105756,air bubble
2660,468,4,50.995,24.875,431,116.64,0.63,344.78,299.31,20,798,29.125,0.79,1117,1142,922,946,FALSE,MTB_20190208_PICTS_190208-0002,14 Glycerol Test_5200-3196_190211-105756,air bubble
2676,470,8,51.213,30.875,608,103.57,0.84,312.31,304.43,5,798,33.625,0.83,65,93,939,966,FALSE,MTB_20190208_PICTS_190208-0002,14 Glycerol Test_5200-3196_190211-105756,air bubble
2730,483,2,52.633,44.125,1118,126.23,0.94,159.86,246.71,0,798,43.125,0.99,663,700,159,196,FALSE,MTB_20190208_PICTS_190208-0002,14 Glycerol Test_5200-3196_190211-105756,air bubble
2762,489,2,53.288,19.875,303,66.28,0.93,307.12,281.79,0,798,19.375,0.95,818,836,972,991,FALSE,MTB_20190208_PICTS_190208-0002,14 Glycerol Test_5200-3196_190211-105756,air bubble
2811,498,6,54.271,26.625,479,99.08,0.78,349.06,302.23,18,798,30.375,0.8,1150,1176,919,943,FALSE,MTB_20190208_PICTS_190208-0002,14 Glycerol Test_5200-3196_190211-105756,air bubble
2816,499,4,54.38,13.125,172,50.04,0.93,359.45,269.84,36,795,12.375,0.97,625,639,212,226,FALSE,MTB_20190208_PICTS_190208-0002,14 Glycerol Test_5200-3196_190211-105756,air bubble
2865,507,2,55.254,22.625,369,73.11,0.93,282.15,277.04,6,798,22.125,0.96,1096,1117,416,436,FALSE,MTB_20190208_PICTS_190208-0002,14 Glycerol Test_5200-3196_190211-105756,air bubble
2873,508,5,55.363,32.875,678,99.25,0.93,194.68,262.31,0,798,32.125,0.98,497,525,817,846,FALSE,MTB_20190208_PICTS_190208-0002,14 Glycerol Test_5200-3196_190211-105756,air bubble
2881,510,1,55.581,30.125,586,92.5,0.93,210.37,262.76,0,798,29.125,1,822,849,379,406,FALSE,MTB_20190208_PICTS_190208-0002,14 Glycerol Test_5200-3196_190211-105756,air bubble
2898,512,7,55.8,50.625,1417,144.64,0.92,139.18,235.15,0,797,50.875,0.98,168,209,677,718,FALSE,MTB_20190208_PICTS_190208-0002,14 Glycerol Test_5200-3196_190211-105756,air bubble
2901,513,2,55.909,17.875,258,62.7,0.91,304.31,273.32,18,798,17.625,0.96,859,877,247,264,FALSE,MTB_20190208_PICTS_190208-0002,14 Glycerol Test_5200-3196_190211-105756,air bubble
2954,1,6,0,18.125,266,64.53,0.9,342.06,280.31,10,795,18.625,0.93,1079,1098,802,819,FALSE,MTB_20190208_PICTS_190208-0002,15 Glycerol Test_5200-3196_190211-110606,air bubble
3047,23,2,2.402,43.625,1097,124.81,0.94,155.98,247.13,0,797,42.625,0.98,133,170,281,317,FALSE,MTB_20190208_PICTS_190208-0002,15 Glycerol Test_5200-3196_190211-110606,air bubble
3053,25,1,2.62,11.875,149,45.8,0.94,396.33,261.85,46,795,11.875,0.93,535,547,41,54,FALSE,MTB_20190208_PICTS_190208-0002,15 Glycerol Test_5200-3196_190211-110606,air bubble
3058,26,2,2.729,12.375,159,47.8,0.94,387.6,271.23,36,797,12.375,0.97,68,81,526,539,FALSE,MTB_20190208_PICTS_190208-0002,15 Glycerol Test_5200-3196_190211-110606,air bubble
3092,33,6,3.494,11.375,142,45.8,0.92,416.37,254.61,74,792,11.875,0.89,309,321,988,1001,FALSE,MTB_20190208_PICTS_190208-0002,15 Glycerol Test_5200-3196_190211-110606,air bubble
3093,34,1,3.603,17.375,251,60.04,0.94,330.19,280.52,21,797,17.375,0.94,403,419,103,120,FALSE,MTB_20190208_PICTS_190208-0002,15 Glycerol Test_5200-3196_190211-110606,air bubble
3124,39,4,4.149,28.125,522,89.67,0.9,216.87,264.94,0,796,27.625,0.98,139,165,246,270,FALSE,MTB_20190208_PICTS_190208-0002,15 Glycerol Test_5200-3196_190211-110606,air bubble
3134,41,3,4.367,30.875,611,93.84,0.93,213.71,269.31,0,797,29.875,0.99,96,123,257,284,FALSE,MTB_20190208_PICTS_190208-0002,15 Glycerol Test_5200-3196_190211-110606,air bubble
3222,60,6,6.442,22.875,381,83.43,0.83,301.97,292.04,0,797,24.125,0.89,63,86,734,754,FALSE,MTB_20190208_PICTS_190208-0002,15 Glycerol Test_5200-3196_190211-110606,air bubble
3296,78,1,8.408,21.625,344,70.53,0.93,327.24,254.01,69,796,21.125,0.96,1234,1254,69,89,FALSE,MTB_20190208_PICTS_190208-0002,15 Glycerol Test_5200-3196_190211-110606,air bubble
3297,78,2,8.408,19.375,292,65.7,0.92,287.72,277.81,0,792,18.625,0.98,354,373,364,382,FALSE,MTB_20190208_PICTS_190208-0002,15 Glycerol Test_5200-3196_190211-110606,air bubble
3351,91,3,9.827,12.125,154,85.01,0.52,754.29,37.78,625,797,17.625,0.76,1082,1098,433,447,FALSE,MTB_20190208_PICTS_190208-0002,15 Glycerol Test_5200-3196_190211-110606,air bubble
3361,93,1,10.046,17.375,249,60.28,0.93,294.59,276.04,0,783,16.375,0.99,413,430,586,603,FALSE,MTB_20190208_PICTS_190208-0002,15 Glycerol Test_5200-3196_190211-110606,air bubble
3418,104,5,11.247,29.125,557,89.6,0.93,210.66,268.66,0,795,28.125,0.98,405,431,703,728,FALSE,MTB_20190208_PICTS_190208-0002,15 Glycerol Test_5200-3196_190211-110606,air bubble
3450,111,1,12.011,66.125,2257,180.1,0.94,103.95,211.19,0,797,64.125,0.99,455,508,670,723,FALSE,MTB_20190208_PICTS_190208-0002,15 Glycerol Test_5200-3196_190211-110606,air bubble
3490,121,4,13.103,22.625,374,95.5,0.72,321.99,291.3,9,797,25.875,0.87,1025,1046,923,945,FALSE,MTB_20190208_PICTS_190208-0002,15 Glycerol Test_5200-3196_190211-110606,air bubble
3512,125,7,13.54,35.625,777,108.74,0.91,181.55,257.38,0,797,34.625,0.99,892,923,491,521,FALSE,MTB_20190208_PICTS_190208-0002,15 Glycerol Test_5200-3196_190211-110606,air bubble
3552,132,4,14.304,46.875,1237,177.24,0.7,175.95,269.37,0,797,57.125,0.9,260,303,607,647,FALSE,MTB_20190208_PICTS_190208-0002,15 Glycerol Test_5200-3196_190211-110606,air bubble
3582,140,2,15.178,15.875,219,59.11,0.89,355.17,277.98,31,797,15.625,0.93,1015,1031,716,732,FALSE,MTB_20190208_PICTS_190208-0002,15 Glycerol Test_5200-3196_190211-110606,air bubble
3583,140,3,15.178,11.625,145,48.28,0.88,428.55,259.62,64,796,11.875,0.93,994,1008,880,893,FALSE,MTB_20190208_PICTS_190208-0002,15 Glycerol Test_5200-3196_190211-110606,air bubble
3633,151,3,16.379,16.875,242,66.11,0.83,395.48,283.15,46,797,19.625,0.83,46,64,920,936,FALSE,MTB_20190208_PICTS_190208-0002,15 Glycerol Test_5200-3196_190211-110606,air bubble
3669,161,4,17.471,19.625,296,65.7,0.93,301.25,281.77,4,796,18.875,0.96,113,132,718,736,FALSE,MTB_20190208_PICTS_190208-0002,15 Glycerol Test_5200-3196_190211-110606,air bubble
3729,178,1,19.328,17.875,261,61.7,0.93,305.18,274.3,11,797,17.375,0.96,700,717,158,176,FALSE,MTB_20190208_PICTS_190208-0002,15 Glycerol Test_5200-3196_190211-110606,air bubble
3740,180,3,19.546,64.125,2137,204.65,0.8,143.3,250.67,0,803,66.125,0.94,10,64,658,708,FALSE,MTB_20190208_PICTS_190208-0002,15 Glycerol Test_5200-3196_190211-110606,air bubble
3750,182,7,19.764,10.875,132,44.38,0.92,407.01,265.67,16,794,10.625,0.94,346,358,820,832,FALSE,MTB_20190208_PICTS_190208-0002,15 Glycerol Test_5200-3196_190211-110606,air bubble
